Periodo,Indice general,Indice subyacente,Indice subyacente - Mercancias,Indice subyacente - Servicios,Indice no subyacente,Indice no subyacente - Agropecuarios,Indice no subyacente - Energéticos y tarifas autorizadas por el gobierno  
2004/04,56.38303195,60.31954873,55.99857097,64.27679784,45.47444358,44.36512655,46.14171764
2004/05,56.24160294,60.45874263,56.15322999,64.40028805,44.59259864,43.96459423,44.96140236
2004/06,56.33174451,60.61955436,56.3212543,64.55335992,44.49506954,43.18423697,45.28794739
2004/07,56.47939018,60.72513745,56.41080943,64.67413437,44.75339659,43.46232629,45.53387963
2004/08,56.82804118,60.89389629,56.58414529,64.83769219,45.57366407,45.14511266,45.818144
2004/09,57.29791705,61.24245316,56.7808342,65.33301811,46.36075564,46.75725405,46.09251603
2004/10,57.69474717,61.41834672,57.02073262,65.44565542,47.33835727,48.46446819,46.61657303
2004/11,58.1868994,61.56421222,57.17306546,65.58457355,48.74396397,49.30339119,48.37341569
2004/12,58.30708815,61.735929,57.32077555,65.77898509,48.7265271,48.8592037,48.62099395
2005/01,58.30916037,61.96720963,57.51263604,66.0477515,48.12079608,46.67083337,48.99834999
2005/02,58.50343099,62.20780447,57.73949101,66.30071796,48.19114661,46.91098096,48.96322525
2005/03,58.76712098,62.38518614,57.89260524,66.50102442,48.68092668,47.81637728,49.19468016
2005/04,58.97641519,62.50378567,58.01607293,66.61435627,49.12909804,49.39086212,48.94321197
2005/05,58.82825146,62.62479208,58.15734896,66.71504682,48.26897667,50.22296782,47.03264712
2005/06,58.77178347,62.776811,58.29528237,66.88015912,47.66213953,48.34655692,47.21448772
